Name,Width,Height,Depth,Artist Name,Country,Price,Category
O in blue,11,14,0,Paco Vila  Guillén,Spain,$290,Drawings
Aubergines,9.4,7.1,0.1,Gabriele Maurus,Canada,$210,Drawings
Anna study 5,23.2,33,0.1,Debra Cox Passaris,Greece,$235,Drawings
Girl seating,8,11,1,Arthur Rodrigues,United States,"$1,300",Drawings
Urban Composition 902,12.6,16.1,0,Sander Steins,Netherlands,$710,Drawings
Sumukha-9,6.5,9.5,0.1,Shanmukha Inkas,Qatar,$150,Drawings
Pilgrims in Santillana del Mar,19.7,27.6,0.4,Urban Hedin,Sweden,$660,Drawings
Park of l'aigüera Benidorm,5.7,4.1,0,Eustaquio Carrasco,Spain,$790,Drawings
Woman,16.5,23.4,0.2,Maka Zedelashvili,Georgia,$210,Drawings
the gardener,9.8,14.8,0.4,enrico salvadori,Italy,$710,Drawings
"Corfu, Greece",24,12,0.1,Tim Hale,France,$790,Drawings
Cooperation,47.2,47.2,0.8,Urban Hedin,Sweden,"$1,310",Drawings
Captain America vs Iron Man,17.7,11.8,0.4,Ramiro Muzaber,Argentina,$535,Drawings
Lament,20,28,0.3,Jerry Coulter,United States,$830,Drawings
Venice drawing 4,8.3,8.1,0.1,Gregory Kitterle,United States,$665,Drawings
Doll Abuse 2,9.4,12.6,0,Karin Bos,Netherlands,"$1,040",Drawings
Untitled,22,28,0.1,Jon Cooper,Canada,$310,Drawings
Pastel Nude 4,23.2,16.5,0,Ellen Fasthuber-Huemer,Austria,$270,Drawings
Lagori-7,6,6,0.1,Shanmukha Inkas,Qatar,$161,Drawings
"SGRAFFITO No. 375, 100x70 cm,",39.4,27.6,0,Michael Lentz,Germany,$520,Drawings
The War,53,36,0.1,Stephanie Ryan,United States,"$3,710",Drawings
"DS,lobby10003 for kelly",55,52,0.1,Ronald Rupert Santos,United States,"$1,700",Drawings
Egg-face,12,17.7,0,Fermin Amores Chindo,Spain,$990,Drawings
DREAM 1,9.1,9.1,0.4,Luminita Taranu,Italy,$320,Drawings
Dancing couple-8,8.4,11.8,0.1,Shanmukha Inkas,Qatar,$292,Drawings
One To Kneel Before,22,15,0.1,Hannah Ward,United States,$400,Drawings
Book 4 #20,5,8,0.1,Heather Goodwind,United States,$315,Drawings
"Memoria, Book 3 #37",5,8,0.1,Heather Goodwind,United States,$315,Drawings
lobby5023,52,65,1,Ronald Rupert Santos,United States,"$2,170",Drawings
keeping up images 1 12 15tjs720p9x12 ,9,12,0.1,tj owens,United States,"$1,330",Drawings
"""PLANETAS Y PEZONES"" Sgraffito No. 297 100x70cm",39.4,27.6,0,Michael Lentz,Germany,$520,Drawings
Paisaje Ideal No. 158 (100 x 70 cm),27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
Carnivorous plants,11.4,8.3,0,Eustaquio Carrasco,Spain,$580,Drawings
Utah,19.7,25.6,0.4,Corné Akkers,Netherlands,"$1,860",Drawings
Liar,19.7,27.6,0.4,Giuditta R,Germany,"$1,860",Drawings
OUR CHILD - 2 19 14mrs954pm,9,12,0.1,tj owens,United States,$445,Drawings
nozomi,11.8,11.8,1.4,ivana flores,Spain,"$1,860",Drawings
father and son,12,9,0.5,SANTHOSH C H,India,$320,Drawings
"""Woke up (23:06)""",8.6,11.9,0,Walter Roos,Germany,$420,Drawings
PYRAMID OF FIGHTING GUYS,8.3,11.7,0,LAU TIR,Italy,$750,Drawings
Former Friend II,11.9,14,0.1,Maria Kleinschmidt,Germany,$700,Drawings
PORTRAIT OF A GIRL I,11.8,9.4,0,Svetlana Samovarova,Latvia,$400,Drawings
DEEP CELLO,15.7,15.7,0.4,Kan Srijira,Thailand,$810,Drawings
SALIO DEL NAIPE,8.3,11.8,14.2,Pedro Uribe Echeverria,France,$490,Drawings
Lovers Asleep,10.3,16.1,0.1,Jelena Djokic,Serbia,$225,Drawings
4 Scenarios,24,19,0.1,Shelton Walsmith,United States,"$2,000",Drawings
Ice Beast,10.8,14.6,0,Soo Beng Lim,Australia,$510,Drawings
The Hardworker,16,20,0,Oryiman Agbaka,Nigeria,$929,Drawings
Playing tennis,11.7,16.5,0,Ibrahim Unal,Turkey,$180,Drawings
'at the end of the day',15,21,0.1,David Harrison,United Kingdom,$990,Drawings
bad dogs,9.8,14.8,0.4,enrico salvadori,Italy,$660,Drawings
Ethnic,8.3,11.8,0,Sylvia Baldeva,France,$890,Drawings
The thinker,8.3,11,0,Frederic Belaubre,France,$185,Drawings
Light in the night,11.8,11.8,0,Prisac Nicolae,Romania,$400,Drawings
Carmen,15.7,11.8,0,Zoe James-Williams,United Kingdom,$920,Drawings
Traction avant,11.7,8.3,0,Armand Brac,France,$150,Drawings
Precarious Situation XI,12,12,0.1,Anna Jannack,United States,$210,Drawings
selfie,8.3,11.4,0,Cozmolici Victoria,Moldova,$250,Drawings
looking the Bar  mirror,15,11,0.4,marco abbagnara,Italy,$240,Drawings
Moses fountain,13,11.5,0.1,Richard Johnson,United Kingdom,$340,Drawings
She Loves to Dance,23.2,32.9,0,Josephine Window,Australia,$270,Drawings
Bush Landscape #2,15.2,11.2,0.2,Studio MDS Sydney,,$180,Drawings
Orbs - The Red Violin Of Gentileschi,39.4,47.2,1.2,Rufus Krieger,Germany,"$1,710",Drawings
Fire-6,6,6,0.1,Shanmukha Inkas,Qatar,$161,Drawings
When the shapes part of the trunk,8.3,11.7,0,Eustaquio Carrasco,Spain,$580,Drawings
Tribute to the great masters#11,10,14,0,Stefania Puntaroli,Italy,$810,Drawings
Short Meetings,27.6,39.4,0,Aleksandra Toborowicz,Poland,$480,Drawings
1000 years,19.7,27.6,0.4,Nebojsa Ruzic Varda,Serbia,$920,Drawings
Meditation Mantra-1,8.4,11.8,0.1,Shanmukha Inkas,Qatar,$292,Drawings
Untitled,8,10,0.5,Renato Ochoa,United States,$395,Drawings
The fact is that we are getting drunk with beauty,13.8,19.7,0.4,Giuditta R,Germany,"$1,140",Drawings
NUDE GIRL #016 - Ink drawing of nude girls series,7.1,9.8,0,NYWA ART PROJECT,,$223,Drawings
tulip 5,11.4,16.5,0.4,Claudia Wimmer,Germany,$330,Drawings
perfect body,13.8,17.7,0.4,yossi kotler,Israel,$630,Drawings
Black and White with Blue Line No.2,22.4,29.9,0,Kevin Jones,,"$5,500",Drawings
Ville de fleurs,16.5,22,0,Celine BRON,France,$485,Drawings
Lover's Dream,19.8,27.2,0.1,Jelena Djokic,Serbia,$573,Drawings
The old man looks at spring,3.1,3.9,0,Olena Kamenetska-Ostapchuk,Poland,$170,Drawings
SHE,11.8,15.7,0,Nastya Parfilo,Ukraine,$300,Drawings
Fifties - square - 7,19.7,19.7,0,LN Le Cheviller,France,$350,Drawings
woof,11.8,16.5,0.4,Denny Stoekenbroek,Netherlands,$320,Drawings
Nicholas Roerich,8.5,11,0.1,Janaka Stagnaro,United States,$545,Drawings
The Mirage,19.7,13.8,0.1,Federico Milano,Argentina,$370,Drawings
In step with the times. Время идёт.,28.3,40.2,0,Victoria Golovina,Netherlands,$940,Drawings
Lovers 3,15.7,15.7,0,Prisac Nicolae,Romania,$470,Drawings
The Nude 2001-2,8.3,11.4,0,Frederic Belaubre,France,$160,Drawings
Ill Corrallo no.P24,22,28,0.1,Shelton Walsmith,United States,"$3,410",Drawings
kitties on books,11.8,15.7,0,pechane sumie,France,$290,Drawings
Time Rate,24,19,0.1,Robert Schmid,United States,$465,Drawings
Ape,11,11.8,0.1,Scala Roberto,Italy,$315,Drawings
The Dance - Il Ballo,16,12,0.4,Sonia Marialuce Possentini,Italy,$370,Drawings
CIVILTA' SCOMPARSE,25.6,19.7,0,Andrea Vandoni,Italy,"$1,760",Drawings
afternoon in the bar,22.4,15,0.4,yossi kotler,Israel,$850,Drawings
Daydream,3.9,5.8,0,Kouhei Hayashi,Japan,$300,Drawings
Crucifixion 19-1,8.3,11.4,0,Frederic Belaubre,France,$160,Drawings
Sacrament. Клятва.,29.9,22.4,0,Victoria Golovina,Netherlands,$760,Drawings
Wideline-40,8.7,8.7,0.1,Shanmukha Inkas,Qatar,$250,Drawings
Fur and Feathers,10.6,14.6,0,Soo Beng Lim,Australia,$510,Drawings
nude #A332,13,9.1,0.4,Gianfranco Fusari,Italy,$315,Drawings
Panic Room Y'all Stat!,4,6,0.1,Shelton Walsmith,United States,$445,Drawings
O in blue,11,14,0,Paco Vila  Guillén,Spain,$290,Drawings
Aubergines,9.4,7.1,0.1,Gabriele Maurus,Canada,$210,Drawings
Anna study 5,23.2,33,0.1,Debra Cox Passaris,Greece,$235,Drawings
Girl seating,8,11,1,Arthur Rodrigues,United States,"$1,300",Drawings
Urban Composition 902,12.6,16.1,0,Sander Steins,Netherlands,$710,Drawings
Sumukha-9,6.5,9.5,0.1,Shanmukha Inkas,Qatar,$150,Drawings
Pilgrims in Santillana del Mar,19.7,27.6,0.4,Urban Hedin,Sweden,$660,Drawings
Park of l'aigüera Benidorm,5.7,4.1,0,Eustaquio Carrasco,Spain,$790,Drawings
Woman,16.5,23.4,0.2,Maka Zedelashvili,Georgia,$210,Drawings
the gardener,9.8,14.8,0.4,enrico salvadori,Italy,$710,Drawings
"Corfu, Greece",24,12,0.1,Tim Hale,France,$790,Drawings
Cooperation,47.2,47.2,0.8,Urban Hedin,Sweden,"$1,310",Drawings
Captain America vs Iron Man,17.7,11.8,0.4,Ramiro Muzaber,Argentina,$535,Drawings
Lament,20,28,0.3,Jerry Coulter,United States,$830,Drawings
Venice drawing 4,8.3,8.1,0.1,Gregory Kitterle,United States,$665,Drawings
Doll Abuse 2,9.4,12.6,0,Karin Bos,Netherlands,"$1,040",Drawings
Untitled,22,28,0.1,Jon Cooper,Canada,$310,Drawings
Pastel Nude 4,23.2,16.5,0,Ellen Fasthuber-Huemer,Austria,$270,Drawings
Lagori-7,6,6,0.1,Shanmukha Inkas,Qatar,$161,Drawings
"SGRAFFITO No. 375, 100x70 cm,",39.4,27.6,0,Michael Lentz,Germany,$520,Drawings
The War,53,36,0.1,Stephanie Ryan,United States,"$3,710",Drawings
"DS,lobby10003 for kelly",55,52,0.1,Ronald Rupert Santos,United States,"$1,700",Drawings
Egg-face,12,17.7,0,Fermin Amores Chindo,Spain,$990,Drawings
DREAM 1,9.1,9.1,0.4,Luminita Taranu,Italy,$320,Drawings
Dancing couple-8,8.4,11.8,0.1,Shanmukha Inkas,Qatar,$292,Drawings
One To Kneel Before,22,15,0.1,Hannah Ward,United States,$400,Drawings
Book 4 #20,5,8,0.1,Heather Goodwind,United States,$315,Drawings
"Memoria, Book 3 #37",5,8,0.1,Heather Goodwind,United States,$315,Drawings
lobby5023,52,65,1,Ronald Rupert Santos,United States,"$2,170",Drawings
keeping up images 1 12 15tjs720p9x12 ,9,12,0.1,tj owens,United States,"$1,330",Drawings
"""PLANETAS Y PEZONES"" Sgraffito No. 297 100x70cm",39.4,27.6,0,Michael Lentz,Germany,$520,Drawings
Paisaje Ideal No. 158 (100 x 70 cm),27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
Carnivorous plants,11.4,8.3,0,Eustaquio Carrasco,Spain,$580,Drawings
Utah,19.7,25.6,0.4,Corné Akkers,Netherlands,"$1,860",Drawings
Liar,19.7,27.6,0.4,Giuditta R,Germany,"$1,860",Drawings
OUR CHILD - 2 19 14mrs954pm,9,12,0.1,tj owens,United States,$445,Drawings
nozomi,11.8,11.8,1.4,ivana flores,Spain,"$1,860",Drawings
father and son,12,9,0.5,SANTHOSH C H,India,$320,Drawings
"""Woke up (23:06)""",8.6,11.9,0,Walter Roos,Germany,$420,Drawings
PYRAMID OF FIGHTING GUYS,8.3,11.7,0,LAU TIR,Italy,$750,Drawings
Former Friend II,11.9,14,0.1,Maria Kleinschmidt,Germany,$700,Drawings
PORTRAIT OF A GIRL I,11.8,9.4,0,Svetlana Samovarova,Latvia,$400,Drawings
DEEP CELLO,15.7,15.7,0.4,Kan Srijira,Thailand,$810,Drawings
SALIO DEL NAIPE,8.3,11.8,14.2,Pedro Uribe Echeverria,France,$490,Drawings
Lovers Asleep,10.3,16.1,0.1,Jelena Djokic,Serbia,$225,Drawings
4 Scenarios,24,19,0.1,Shelton Walsmith,United States,"$2,000",Drawings
Ice Beast,10.8,14.6,0,Soo Beng Lim,Australia,$510,Drawings
The Hardworker,16,20,0,Oryiman Agbaka,Nigeria,$929,Drawings
Playing tennis,11.7,16.5,0,Ibrahim Unal,Turkey,$180,Drawings
'at the end of the day',15,21,0.1,David Harrison,United Kingdom,$990,Drawings
bad dogs,9.8,14.8,0.4,enrico salvadori,Italy,$660,Drawings
Ethnic,8.3,11.8,0,Sylvia Baldeva,France,$890,Drawings
The thinker,8.3,11,0,Frederic Belaubre,France,$185,Drawings
Light in the night,11.8,11.8,0,Prisac Nicolae,Romania,$400,Drawings
Carmen,15.7,11.8,0,Zoe James-Williams,United Kingdom,$920,Drawings
Traction avant,11.7,8.3,0,Armand Brac,France,$150,Drawings
Precarious Situation XI,12,12,0.1,Anna Jannack,United States,$210,Drawings
I didn't die!!,8,11,0.1,Shelton Walsmith,United States,"$2,000",Drawings
Go fishing,4.4,3.3,0.1,Serge Vasilendiuc,Poland,$370,Drawings
Twilight 2,8.3,11.4,0,Frederic Belaubre,France,$175,Drawings
Adirondacks; Summer of 59,21,12.5,0.1,Shelton Walsmith,United States,"$2,170",Drawings
Marionette; on a roll,36,54,0.1,Shelton Walsmith,United States,"$3,000",Drawings
86-Señora Presidenta y Lulú.,8.3,11.8,0,CARMEN LUNA,Spain,$295,Drawings
Untitled,7,11,0.1,Girish Chandra Vidyaratna,India,$150,Drawings
toshiro mifune portrait,11.8,15.7,0,pechane sumie,France,$360,Drawings
Face 360 Degree Camouflage,6,8,0.1,Stephen Neil Gill,United States,$545,Drawings
My Son,18,24,0.1,Shelton Walsmith,United States,"$2,300",Drawings
The New Maze III,19.7,27.6,0,Maksym Skvortsov,Ukraine,$495,Drawings
Orchard etude No XI,11.7,16.5,0,Maja Grecic,United Kingdom,$250,Drawings
Ramsgate,16.5,23.4,0,Mary Cinque,Italy,$470,Drawings
Unfading. Неувядаемый.,22.4,29.9,0,Victoria Golovina,Netherlands,$760,Drawings
"The Bird, on chinese paper",20.9,13,0,Frederic Belaubre,France,$175,Drawings
InkPulse In Phthalocyanine Blue 3,11.8,15.7,0,Marijah Bac Cam,France,$570,Drawings
ocular bubbles,25,14,0.2,ojolo mirón,Mexico,$260,Drawings
NUDE 4890,27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
Nude #Z126,13.2,9.3,0.4,Gianfranco Fusari,Italy,$330,Drawings
Caesar standing,23.2,33.1,0,Alla Tkachuk,United Kingdom,$435,Drawings
Skies - large - 15,27.6,39.4,0,LN Le Cheviller,France,$715,Drawings
Departure Point 2,8.3,11.4,0,Frederic Belaubre,France,$170,Drawings
Sin título,8.3,11.7,0,Pedro Rodriguez Fernandez,Spain,$320,Drawings
the gentle flurry of leaves spinning in the wind,54,27,0.1,Maomeii Be,Canada,$930,Drawings
The space game,24,19,0.2,Barbara Kuebel,United Kingdom,$270,Drawings
COMPOSITION NO. 166 [ FOUR RED SQUARES ] 2018,22,29.9,0.1,G Kustom Kuhl,Australia,"$1,200",Drawings
Lioness,8.3,11.7,0,Pedro Rodriguez Fernandez,Spain,$430,Drawings
Nudes composition 1,23.2,33.1,0,Alla Tkachuk,United Kingdom,"$1,005",Drawings
Teeming,5.4,3.3,0,Naomi Vona,United Kingdom,$160,Drawings
The Muse,7,9.5,0.1,Stewart Fletcher,Canada,$360,Drawings
"Mona Lisa copy, in graphite",14,17,0.1,Christopher LoPresti,United States,"$3,160",Drawings
Three faces,9.4,13.4,0,Amelia Augustyn,Poland,$170,Drawings
man,19.7,35.4,0,louise camrass,United Kingdom,"$1,680",Drawings
Yellow house in Venice,12.5,18.5,1,Dumitru Bostan Junior,Romania,$250,Drawings
133 Riddiford Street,8.3,11.4,0,Rich McCoy,New Zealand,$280,Drawings
Locke#5- 9 7 16- PWG- 916pm,9,8,0.1,tj owens,United States,$745,Drawings
Leaving tody-10715-822pm-otpwg,6,8.5,0.1,tj owens,United States,$745,Drawings
Rythme,11.8,15.7,0,Marijah Bac Cam,France,$570,Drawings
Moi le roi,8.3,11.7,0.1,Elena Blanco,United Kingdom,$260,Drawings
Celestial Queen: Psi,20,20,0.1,Mary Wagner,United States,$340,Drawings
The other side 5,14.2,18.9,0,Silvana Abram,Italy,"$1,560",Drawings
april in venice,18.9,14.2,0.4,Ellen Fasthuber-Huemer,Austria,$270,Drawings
Untitled,22,28,0,Jon Cooper,Canada,$250,Drawings
HEAD No. 230 (100x70cm),27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
swing 2,21.3,30.7,0.4,marta sladká,Czech Republic,$400,Drawings
Male nude1,7.9,11.8,0.2,Jacqueline van der Plaat,Netherlands,$430,Drawings
"Paisaje ideal No 177, 100 x 70 cm",27.6,39.4,0,Michael Lentz,Germany,$660,Drawings
lobby4892,52,65,1,Ronald Rupert Santos,United States,"$1,400",Drawings
Surrealist Composition with shapes in volume No.4,8.3,11.7,0,Eustaquio Carrasco,Spain,"$1,040",Drawings
NUDE No. 3581 (100 x 70 cm),27.6,39.4,0,Michael Lentz,Germany,$660,Drawings
play time,12,9,0.2,SANTHOSH C H,India,$320,Drawings
Metafigure #36,9.4,9.4,0,Frederic Belaubre,France,$150,Drawings
Lines [#SS13DW003],5.8,3.9,0.1,Satomi Sugimoto,Japan,$150,Drawings
Spy,22.4,28.4,0.1,Lia Chechelashvili,Georgia,$840,Drawings
Ana,7.9,11,0.8,Sonja Gajic,Serbia,$470,Drawings
under,21.7,29.5,0.4,Johannes Van Uden,Netherlands,$565,Drawings
UNTITLED2004,8.3,11.8,0.4,Claudio Parentela,Italy,"$1,835",Drawings
ANGLE,8.3,11.8,0.4,Mehmet Dere,Turkey,$629,Drawings
Flag number 10,17.3,21.7,0,Federico Cortese,Italy,$500,Drawings
The Maiden's Tower,21.7,27.6,0.4,Maria Susarenko,Finland,$940,Drawings
Mother and child 9,13.8,19.7,0.4,mohamed khalil,Palestinian Territory,$660,Drawings
"Nude May 2022, MOVE",23.4,16.5,0,Ellen Fasthuber-Huemer,Austria,$300,Drawings
Still life with oranges and lemons,14.2,15.2,0,Maja Đokić Mihajlović,Serbia,$295,Drawings
untitled,16,20,0.1,Mariam Darchiashvili,Georgia,$255,Drawings
Indigo Crescent Left,30.3,44.1,0.1,Lali Torma,Canada,"$1,599",Drawings
The Night /Chandeliers/,6.3,8.7,0.4,Ilian Savkov,Bulgaria,$480,Drawings
Halloween Pumpkin Shopping,11.8,15.7,0,Olga Cree,Kazakhstan,$320,Drawings
Power Nr. 7 (23:20),8.6,11.9,0,Walter Roos,Germany,$420,Drawings
Lemko goes to church,5.7,3.2,0.1,Olena Kamenetska-Ostapchuk,Poland,$170,Drawings
Mr Aiden,16.5,23.2,0,Denny Stoekenbroek,Netherlands,$370,Drawings
Dramatic Scene,9.4,12.6,0,Slav Nedev,Bulgaria,$270,Drawings
From the Strange Fairy Tale Cycle,19.7,28.3,0,Mirjana Petrović,Serbia,$760,Drawings
Woman II,19.7,27.6,0.1,Paola Consonni,Italy,$225,Drawings
Miss 2020,8.3,11.8,0.4,Mehmet Dere,Turkey,$550,Drawings
Astonishment,11.4,16.1,0,Frederic Belaubre,France,$185,Drawings
Woman with red wine,27.6,39.4,0.1,Barbara Kroll,Germany,"$1,410",Drawings
Rainbowing Soul. Радужная душа.,19.7,27.6,0,Victoria Golovina,Netherlands,$760,Drawings
Face To Face,11,7,0.1,Girish Chandra Vidyaratna,India,$150,Drawings
TANGO2,8.3,7.1,0,Corine Pagny,France,$160,Drawings
888,11.7,16.5,0,Anastasia Terskih,Latvia,$490,Drawings
Untitled 752,10.8,13.2,0,Jérémie Iordanoff,France,$390,Drawings
In a park,16,12,0.1,Vladimir Kezerashvili,United States,$250,Drawings
PORTRAIT 5006,27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
Farmers market,11.7,16.5,0,Mary Cinque,Italy,$330,Drawings
Portrait 201,7.9,7.9,1.2,Dario Moschetta,Italy,$175,Drawings
Untitled,22,28,0.2,Jon Cooper,Canada,$310,Drawings
piece n° 10,9.8,14.8,0.4,enrico salvadori,Italy,$710,Drawings
Amrita,9,12,0.1,Maneet Kaur,India,$405,Drawings
English for beginners. The cat Is on the table.,7.1,10.2,0,Humberto Giraldo,Argentina,$170,Drawings
Still Life Untitled,11.4,15.7,0.1,Timothy Hon Hung Lee,United Kingdom,$490,Drawings
Red Hair,11,16.5,0,Tatiana Ivchenkova,France,$710,Drawings
Butterfly / 42 X 29.7 cm,11.7,16.5,0,Alexandra Djokic,Serbia,$310,Drawings
We are one- Venezuela,7.4,9.9,0.1,Shanmukha Inkas,Qatar,$215,Drawings
The Woman 18P8,8.3,11.4,0,Frederic Belaubre,France,$150,Drawings
Moving Object,8.4,8.4,0.1,Shanmukha Inkas,Qatar,$210,Drawings
modern selfportrait in the mirror : classical charcoal technique,8.3,11.7,0,olivier payeur,,$200,Drawings
Death by painters painting,8.3,11.7,0,Rodolfo Bispo,Portugal,$580,Drawings
Sumukha-75,6.5,9.5,0.1,Shanmukha Inkas,Qatar,$150,Drawings
Delusions,30,22,0,Hannah Ward,United States,$590,Drawings
Drawing study of a standing male nude,21.3,32.7,0,Alla Tkachuk,United Kingdom,$775,Drawings
Gheisa 4,13,13,0,marina del pozo,Spain,$370,Drawings
Man and woman. Мужчина и женщина. 男女,39.4,27.6,0,Victoria Golovina,Netherlands,$940,Drawings
Standing Pose of a Nude Model,18,24,0.1,Shant Beudjekian,United States,"$1,210",Drawings
Spring dream,13.5,19,0.1,Carol McDermott,United Kingdom,$410,Drawings
Four objects in surreal idea,8.3,11.7,0,Eustaquio Carrasco,Spain,$580,Drawings
COMPOSITION NO. 160 [ 27 & NOW ] 2017,22,29.9,0.8,G Kustom Kuhl,Australia,$990,Drawings
Amen Omen,28.7,39.4,1.2,Marijah Bac Cam,France,"$2,760",Drawings
Donald Trump,40,60,1,Fernando Cezan,France,$660,Drawings
NUDE 4596 100x70cm,27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
"""Midnight in locke"" - 9515dwg947",8,11,0.1,tj owens,United States,$745,Drawings
Raven,18,24,0.1,Christopher LoPresti,United States,"$1,800",Drawings
Face -41,6.4,9.4,0.1,Shanmukha Inkas,Qatar,$150,Drawings
Refugee!,9,13,0.1,Suhair Sibai,United States,$240,Drawings
Cat Footwear,16.5,23.2,0,Andy Shaw,United Kingdom,$390,Drawings
Emotional Portrait 1,11.4,16.5,0,Frederic Belaubre,France,$180,Drawings
"Italian landscape: Casal Rotondo on Appian way, Rome, Italy - Watercolor Landscape of Roman countryside serie, 2005",7.9,5.9,0,Alessandro Nesci,Italy,$320,Drawings
It tolls for thee,13,17,0.1,De Yos,United States,$155,Drawings
Hurt,19.7,27.6,0,Suzana Dzelatovic,Serbia,$300,Drawings
There is reason,19.7,27.6,0.6,Nena Stojanovic,Greece,$990,Drawings
"Fishes, fishes, fishes ...",8.3,11.7,0,Eustaquio Carrasco,Spain,$730,Drawings
Luka`s Love - Coat,4.9,6.9,0,Maja Milovanovic,Serbia,$180,Drawings
Animals filamentous,8.3,11.7,0,Eustaquio Carrasco,Spain,$480,Drawings
drawing,14.9,11,0.2,Marzena Jagiello,Poland,$460,Drawings
beyond there,16.5,23.5,0.1,kah wah tan,Singapore,"$1,610",Drawings
Series #1: Colors & Patterns #3,19.7,19.7,0,Ary van Baalen,Netherlands,$445,Drawings
"Yes Darling, Book 7 #30",5,8,0.1,Heather Goodwind,United States,$315,Drawings
Figure 3,8.3,11.7,0,Eustaquio Carrasco,Spain,$295,Drawings
Francis Pope,9.4,12.6,0,Marco Ortolan,Argentina,$300,Drawings
NUDE No. 3614 (100 x 70 cm),27.6,39.4,0,Michael Lentz,Germany,$520,Drawings
Penelope N°13,11.8,16.5,0.4,Eleni Pratsi,France,$200,Drawings
"Mougins, village in the Alpes",9.4,12.6,0,Frederic Belaubre,France,$160,Drawings
FED UP,24,36,0.1,Hana Davis,United States,$445,Drawings
Babylon Dwellers 028,7,8.5,0.1,Andrei Rabodzeenko,United States,$290,Drawings
Man at Work II,23.6,16.5,0,Michael Schmidt Stuttgart,Germany,$810,Drawings
Figure Study (French girl),17.7,23.6,0,Guido Mauas,Argentina,$480,Drawings
me & my red violin  12 8 13,9,12,0.1,tj owens,United States,$420,Drawings
Numer16,40,70,2,John Lijo Bluefish,India,"$3,770",Drawings
nude,0.4,23.6,19.7,juliana tekova,Bulgaria,$310,Drawings
Overpass,10,8,0.1,Stephen Neil Gill,United States,"$1,080",Drawings
DD010813,7.5,18,0.1,Daniel DeLuna,United States,$245,Drawings
JOKER,5.9,8.7,0.4,Mehmet Dere,Turkey,$670,Drawings
Flag number 14,17.3,21.7,0,Federico Cortese,Italy,$500,Drawings
Continuum,9,12,0.5,Ellen Shire,United States,$715,Drawings
NUDE 5222,27.6,39.4,0,Michael Lentz,Germany,$560,Drawings
MOAN,34.1,46.5,0.1,H TOMEH,Netherlands,$490,Drawings
Homecoming,36.2,22.4,0,Patsy Mcarthur,United Kingdom,"$2,740",Drawings
Solarized Roundism – 01-07-22,11.7,8.3,0,Corné Akkers,Netherlands,"$1,760",Drawings
ADIEU,16.7,13.4,0.1,Walter Girotto,Italy,$710,Drawings
Temperance,19.7,27.6,0,Federico Milano,Argentina,$560,Drawings
Heart Full of Butterflies,19.7,27.6,0.4,Maria Susarenko,Finland,$710,Drawings
Grill Drawing 8,22.3,30,0.1,Matt Coombs,United States,$680,Drawings
661 Glyphe,19.7,19.7,0,Félix Hemme,France,$340,Drawings
Happy Halloween Pumpkin Witch Costume Illustration. Halloween Gift Idea. Halloween wall ART,11.4,13.8,0,Olga Cree,Kazakhstan,$320,Drawings
Stepanov,11.8,15.7,0.1,Serge Vasilendiuc,Poland,$395,Drawings
stranger (204),9.4,13,0,Cheolhee Lim,South Korea,$940,Drawings
Wolf,8,11,0.1,Oryiman Agbaka,Nigeria,$230,Drawings
Red Vertical No.2,30.3,22.4,0,Kevin Jones,,"$5,000",Drawings
Wild Flower Anthem,15,22,0.1,Sara Richardson,United States,$650,Drawings
woman,11.8,11.8,0,Prisac Nicolae,Romania,$470,Drawings
Emerge nr5,8,12,0.1,Izabella Hornung,United Kingdom,$180,Drawings
Meta abstract 5,23.6,33.1,0,Igor Kudelin,United Kingdom,$530,Drawings
'In a Silent Way 5',26,19.7,0.1,Tony Belobrajdic,Australia,$570,Drawings
the theatre of the self #78,6.3,8.7,0.4,Ilian Savkov,Bulgaria,$480,Drawings
Autumnal Sketch K16,16.5,22.8,0,Frederic Belaubre,France,$195,Drawings
Woman portrait 20/1,8.3,11.7,0,Konrad Biro,Hungary,$250,Drawings
Dancer #73,22,30,0.1,Haelyn Y,United States,"$1,080",Drawings
Fifties 33,11.8,19.7,0,LN Le Cheviller,France,$265,Drawings
Two Colours about an Axis,29.9,22,0,Kevin Jones,,"$5,000",Drawings
Woman IX,27,39,0.1,Barbara Kroll,Germany,"$1,210",Drawings
Unpaid Sickness Series - Hello Motherfucker,10.6,14.5,0,Naomi Vona,United Kingdom,$590,Drawings
80- Amante del mar.,8.3,11.8,0,CARMEN LUNA,Spain,$295,Drawings
Metamorphosis,38.6,26.8,0.8,Ivan Stoyanov,Bulgaria,"$1,160",Drawings
Green Horizontal and Blue Vertical,29.9,22,0,Kevin Jones,,"$4,600",Drawings
Nude Turning The Back,20.9,31.5,0,Carmen Tyrrell,United Kingdom,$490,Drawings
Fibonaccian Man,11.7,8.3,0,Carface カーフェイス,,$150,Drawings
We are one- El Salvador,7.4,9.9,0.1,Shanmukha Inkas,Qatar,$215,Drawings
The Necklace (21:58),9,12,0,Walter Roos,Germany,$420,Drawings
