Name,Width,Height,Depth,Artist Name,Country,Price,Category
My Homeland,20,25,16,Seona Mason,United Kingdom,$532,Sculptures
Mask,17.8,10.2,15.8,Erwina Ziomkowska,Poland,$810,Sculptures
CANOPIC GLASS,25,21,8,Ángel Rivas,Spain,$940,Sculptures
Marcher,15.2,50.8,15.2,Colin Gill,Trinidad and Tobago,$410,Sculptures
Dwarf blue sheep,35,20,30,Andrew Dolidze,Estonia,"$1,660",Sculptures
Metamorphosis Bronze Sculpture Limited Edition Style of Picasso,25.4,31,15.2,Ariane Brandt,Germany,$690,Sculptures
fountain with fish,60,160,60,Claude Feuillet,France,"$14,750",Sculptures
Mannequin,20,30,20,Caroline Wheaton,France,$980,Sculptures
Batman,19,30,13,Castrovinci Filippo Pietro,Italy,$960,Sculptures
Extra Play Super - 1,94,120.7,3.8,Robert Williamson,United States,"$4,600",Sculptures
silhouette sur socle ficele,6,45,6,Liliane Danino,Israel,"$1,195",Sculptures
Totem Bather #6,33,198.1,12.7,Harry Chandler,United States,"$5,850",Sculptures
"Heads, Flowers, Cat",17.8,44.5,17.8,Linda Smith,United States,"$2,170",Sculptures
Destiny 2,248,450,149,Gegham Abrahamyan,United States,"$45,000",Sculptures
Next Up,20,57,18,Yuriy Kraft,Germany,$940,Sculptures
L'oeil,10,18,9,Catherine de Saint Etienne,France,$210,Sculptures
Sitting Pretty,15.2,40.6,15.2,Richard Abarno,United States,"$1,145",Sculptures
"ICARIA, original bronze/unique",15.2,38.1,15.2,michael pollare,United States,"$3,410",Sculptures
Palimpsesto,30,30,30,Nitodavila Eirin,Spain,"$4,600",Sculptures
One side head,7,12,4,Michalis Kevgas,Greece,$900,Sculptures
Who Dun It Visual Plot,35.6,43.2,35.6,Richard Arfsten,United States,"$4,850",Sculptures
Time Stretches 2018,27.9,38.1,15.2,Victoria Pitel,Australia,"$2,000",Sculptures
Data Archeology 1,17,19,5,Harrison Tobon,Colombia,$810,Sculptures
By any Means Necessary codename: VICTOR,17.8,61,27.9,Ian Fichman,United States,"$4,210",Sculptures
Eos - Goddess of Dawn,86.4,198.1,86.4,David Derner,United States,"$83,000",Sculptures
나를 숨기다 (4),20,15,20,MINKI KIM,South Korea,"$1,310",Sculptures
Lifesavers,22.2,10.2,13.3,Jennifer Rogers,United States,$565,Sculptures
Agony or Ecstasy  -  (Eggony or Eggstasy),53.3,50.8,25.4,Nanci Schrieber-Smith,United States,$600,Sculptures
Buddha,21,28,5,Purvii Parekh,India,$260,Sculptures
Pavarti Poppy,22,44,18,philippe BUIL,France,"$1,330",Sculptures
Orange Glow,25.4,15.2,14,Jeff Rosenfeld,United States,$615,Sculptures
TipToe Black Yellow Red,45.7,61,0.6,Peter Vaccino,,"$1,970",Sculptures
Release,30.5,29.2,25.4,Vernon Crumrine,United States,"$1,462",Sculptures
No Makeup,34.8,38.1,25.9,Petek Karabulut,Turkey,"$1,000",Sculptures
Paper Mache Clay Cat Sculpture - Bandit the Siamese,21.6,30.5,12.7,Virginia Luttrell,United States,$390,Sculptures
Corpus Christi,19.1,74.9,19.1,Stacy Tompkins,United States,"$2,170",Sculptures
coat C1,100,160,45,Stefania Puntaroli,Italy,"$1,448",Sculptures
Imaginary animal no. 2,8.4,8.4,2.5,Jorunn Monrad,Norway,$400,Sculptures
SC14,20,64,20,Mahi Chafik-Idrissi,Morocco,"$2,870",Sculptures
Maternity,45.7,27.9,17,Maria primolan,Italy,"$1,760",Sculptures
The Good Sheperd,17.8,38.1,7.6,Luis Padron,United States,$180,Sculptures
Cube 1,15.2,15.2,15.2,CHAD HUGHES,United States,$415,Sculptures
Maralah,31,60,34,scott hendrie,United Kingdom,"$1,840",Sculptures
Beehive#42,35,40,6,Norman Gekko,France,"$13,250",Sculptures
lost toy girl,25,50,25,mo cornelisse,Netherlands,"$3,270",Sculptures
Yesterday,15.2,43.2,15.2,Belgin Yucelen,United States,"$2,370",Sculptures
"Solitude, Compassion, Peace",18,25,10,Helene Koopmans,Netherlands,$330,Sculptures
Smiling Zipper,12,12.5,11,vincenzo sguaitamatti,Switzerland,$310,Sculptures
Enchanted Mountains,38,55,13,Marti Morros,,"$5,850",Sculptures
Thinking Mouse,5,6,6.5,Amelia Saint George,Malta,"$1,360",Sculptures
Celtic Dogs 2,29.2,25.4,29.2,Irina Lakshin,United States,"$3,200",Sculptures
Blair Box,45,45,37,James Talon,United Kingdom,$500,Sculptures
PIATTO FORTE,29.5,29.5,9.5,Alberto Brusa,Italy,$610,Sculptures
"""Canopy""",60,63,38,Lesca Anne,,"$5,050",Sculptures
Cavallo di Troia - Rame,34,36,21,Maria Sabetti,,$640,Sculptures
Grail Series Number 4,17.8,17.8,17.8,jon whitbread,United Kingdom,"$4,300",Sculptures
Solo,15.2,16.5,6.3,Bozena Happach,Canada,$740,Sculptures
With Child,33,109.2,30.5,Larry Graeber,United States,"$3,100",Sculptures
Hunting season,25,30,18,Pelin Çelik,Turkey,$985,Sculptures
The two of us and time - ceramic relief ..,21,30,4,Emilia Urbaníková,Slovakia,$860,Sculptures
Goblet,20,46.5,20,Djordje Aralica,Serbia,"$3,090",Sculptures
"""Art decor peace"",  dim: 32cm x 24cm x 24 cm material : clay,iron,colored sand...",24,32,24,Mateo Kos,Slovenia,"$3,670",Sculptures
An afternoon stroll in the city,30,4,30,Eustaquio Carrasco,Spain,"$1,970",Sculptures
Octopus-flowerfrog,30,15,40,Barrie Paplepel,Netherlands,$360,Sculptures
Horse and Boy - black,48.3,35.6,15.9,Jeff and Ranja Dean,United States,"$8,360",Sculptures
Stamps on a matchbox,61,61,5.7,Sumit Mehndiratta,India,$460,Sculptures
Piece of animals and characters with lid,15,22.5,15,Eustaquio Carrasco,Spain,"$5,450",Sculptures
Toilet paper,38,98,40,Victor Petkov,Bulgaria,"$3,450",Sculptures
Sculpture Wall Art Modern Contemporary Abstract Leather Painting Set of 3,121.9,61,2.5,martyna zam,United States,"$6,400",Sculptures
Conjoncture (Livre 4 x 6 in.),15.2,10.2,2.5,Francoise Issaly,Canada,$175,Sculptures
Asylum,15,20,6,Erwina Ziomkowska,Poland,$760,Sculptures
Rocket Mirror,50.8,50.8,1.3,Charlotte A Cornish,United Kingdom,$760,Sculptures
gallo,70,210,45,Hans Some,Spain,"$5,710",Sculptures
Fable series of people and the owl(2/7),65,50,23,Ming Yuan,China,"$4,450",Sculptures
Fictitious,43.2,41.9,15.2,Valerie Wilcox,United States,"$1,100",Sculptures
NINE MONTHS,17,22,14,Jacinthe Lamontagne-Lecomte,France,$710,Sculptures
Leather and Lace ,14,24.1,8.9,Allie Pohl,United States,"$3,710",Sculptures
ART TECHNO 10,70,40,5,Don Wilson,,"$1,110",Sculptures
Silhoulette,12.7,81.3,12.7,Andrea Paolino,United States,"$3,710",Sculptures
Thalassa - Waiting to Set Sail (the ties that bind her),39.4,54.6,5.1,Kerry O Furlani,United States,"$2,010",Sculptures
Mháthair,25.4,58.4,5.1,Emily Schnellbacher Bean,United States,$815,Sculptures
Animal man Wagon,13,17,36,Dan Vaspi,Israel,"$3,375",Sculptures
Phoenix,58.4,68.6,35.6,Mikhail Gubin,United States,"$3,850",Sculptures
LA CANTAUTORA,16,38,9,José Manuel Solares,Spain,$800,Sculptures
Forme astratte-3,27,55,17,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$410,Sculptures
"Purple Rain (on order, 2 months for production and delivery)",35.5,52.1,24,Laurence Perratzi,France,"$5,150",Sculptures
Dolores,210,180,55,Rob Faherty,United Kingdom,"$5,650",Sculptures
Nel the chicken,13,49,32,Antje den Os,Netherlands,"$1,710",Sculptures
Shifting Red,35.5,35.5,5,Martin Harman,United Kingdom,$631,Sculptures
Murito,56,45,2,Juana Guaraglia,Uruguay,"$8,310",Sculptures
Dreaming Girl,13,18,8,Bozena Happach,Canada,"$1,730",Sculptures
Playful still,150,85,22,Christopher Stone,Spain,"$4,100",Sculptures
Disk 45,14,14,3,DOMINAULT EVELYNE,France,$360,Sculptures
Composición Femenina #04,9,20,8,Manuel Llaca,Spain,$370,Sculptures
Funke,16,6,16,Ernesto SotoCanny,,$330,Sculptures
Venice Driftwood Candlestick,25,12,14,Irina Cheban,Italy,$210,Sculptures
Indian Idol,91.4,61,2.5,Monisha Thirumoorthy,,"$2,040",Sculptures
Path of Flowers I,260,162,5,Yoohyun Miky Kim,South Korea,"$99,000",Sculptures
Together,250,105,80,Richard Boardman,United Kingdom,"$14,000",Sculptures
Italian style,80,80,20,Alessandro Butera,Italy,"$1,210",Sculptures
North 2020,54.6,80,6.3,matilde alessandra,United States,"$5,150",Sculptures
Les Impressions #1,14,14,14,Luciana Grazia Menegazzi,Italy,$660,Sculptures
Tiger No1,20,47,20,Thuy Nguyen Thu,Vietnam,"$2,500",Sculptures
"""Young Love""  (Signed)",21.1,23.6,16,Nanci Schrieber-Smith,United States,$565,Sculptures
Les philosophes (125),10,11,10,Didier Fournier,France,"$1,110",Sculptures
Artificial Love,24,20,13,Renzo Gamonet,Peru,"$1,500",Sculptures
Beyond Belief,15.2,30.5,10.2,Richard Arfsten,United States,"$8,950",Sculptures
Bella Donna,26,54,28,Sarah Michael,Netherlands,"$2,170",Sculptures
Energy Symphony Metal,76,60,7,Galerie Kuchling,Germany,"$18,080",Sculptures
Sagittarius,44,55.9,35,Nikolay Krastev,Bulgaria,"$1,870",Sculptures
Skull No15,15,23,19,Thuy Nguyen Thu,Vietnam,"$3,490",Sculptures
"""Contrast Layers""",34,49,4,Nikolay Martinov,Bulgaria,$950,Sculptures
Alter Ego Express Red,28,20,10,Alessandro Piano,Italy,$420,Sculptures
"Kadodo, Fighter Spirit",20,71,11,Robert Pennekamp,Netherlands,$950,Sculptures
E Type,25.4,27.9,12.7,Pablo Alfredo de la Peña,United States,"$1,350",Sculptures
"Karen Axikyan/Slip (35x27x22 3.3kg iron, perlite, concrete)",27,35,22,Narinart Armgallery,Armenia,"$1,560",Sculptures
"Karen Axikyan/Competition (31x11x33 3.6kg iron, concrete)",11,31,33,Narinart Armgallery,Armenia,"$1,410",Sculptures
jag: ludvig,78.7,119.4,0.1,Ludvig Ödman,,"$76,000",Sculptures
10Metre Armchair,71.1,81.3,48.3,Giorgio Giacomo Mariani,Italy,"$8,910",Sculptures
Modern Reclaimed Wood Art Wall,66,55.9,0.1,Vasil Krastanov,Bulgaria,$810,Sculptures
Brothers in Mind,12,18,0.1,Natalia Pastushenko,Poland,$650,Sculptures
Sculpture in pressed brass,6,7,4,Michalis Kevgas,Greece,$400,Sculptures
Sailfish,152.4,177.8,101.6,Otis Griffith,United Kingdom,"$13,000",Sculptures
Bookface,21,18,13,Dick van Wijk,Netherlands,"$1,310",Sculptures
Female grace,30,10,25,Christakis Christou,Greece,"$2,510",Sculptures
Quagmire's Predicament 1,38.1,111.8,17.8,Shilouh Griffin,United States,"$1,810",Sculptures
Pungo,30,22,4,Paolo Chiarloni,Italy,"$1,860",Sculptures
Another Morning 3,52.1,73.7,0.5,Aby Mackie,Spain,$820,Sculptures
Jazz in Noranda,7.6,6.3,6.3,Bozena Happach,Canada,"$1,730",Sculptures
Ceramic ram mask,20.3,25.4,7.6,Luchit -Dumitrana,Romania,$270,Sculptures
She/He,76,153,5,Elaine M Goodwin,,"$15,550",Sculptures
Dust Under feet Edition 3 of 7 + 1AP,25.5,25.5,11,Prapat Jiwarangsan,Thailand,"$3,970",Sculptures
"Green head, ceramic art box, clay figurative sculpture",19.1,24.1,11.9,Joanna Bozek,Ireland,$760,Sculptures
Mohawk Indian,33,48.3,30.5,Nina Roe,United Kingdom,"$1,830",Sculptures
My Bonsai,35.6,45.7,30.5,Lasantha Epasinghe,,$700,Sculptures
Seated Nude #868,16,24,2,Bart Soutendijk,United States,$980,Sculptures
Soldier,11.4,15,11,Veselin Kostadinov,Bulgaria,"$10,500",Sculptures
Canas con sangre,33,36,6,Maltese Carlo from Florence,Italy,"$6,550",Sculptures
Four Corners,34,33,2.9,Ken Ketter,United States,"$1,470",Sculptures
Stone of Wisdom - Pierre de Sagesse,5.9,9.8,3.5,Joanna Glazer,Belgium,$290,Sculptures
New Model,3,16,3,Dan Rocha,United States,$270,Sculptures
KAR,4.8,6.8,0.5,Tor Ammo,United Kingdom,"$6,128",Sculptures
Lure for Big Fish 4,18.5,15.7,6.7,Damyan Bumbalov,Bulgaria,"$1,910",Sculptures
Bishop checkmate,19.6,70.8,17.7,Gianluca Carbone,Italy,"$10,900",Sculptures
Incontro 1 without stone ( too heavy),11.4,18.1,3.1,Karien Heijtlager,Netherlands,"$9,246",Sculptures
The hug,12,16,4,Salvador Molla,Spain,$760,Sculptures
"""Horizontal Hold""",22,12,5,Joel Shapses,United States,"$6,400",Sculptures
Hello Past IV,5.1,6.7,3.9,Neil Wolstenholme,Hungary,$500,Sculptures
Crumpled with Pink,20,18,18,Slavo Cech,Canada,"$2,310",Sculptures
ROBOCLUSION roy lichtenstein,6.2,9.8,2,SABATIER VINCENT,France,"$1,630",Sculptures
Anti Clock,3.5,4.3,0.3,Tor Ammo,United Kingdom,"$6,128",Sculptures
Babylonian Relic I,7.1,2.4,6.3,Manjula Muir,United Kingdom,$440,Sculptures
Infinity,9.8,7.9,1.6,Vangelis Ilias,Greece,"$3,870",Sculptures
RHINO,4.7,4.7,2.8,Milivoje Micko Aksentijevic,Serbia,$510,Sculptures
Flight,39.4,70.9,39.4,Dima Demidov,Moldova,"$14,000",Sculptures
Ocean,8,5,2,Denise Zakula,United States,$290,Sculptures
Rubber Band Ball,2.1,2.1,2.1,Moronic Jizz Rag,United Kingdom,$660,Sculptures
Floating Rose,8.3,8.3,1.2,Rozaria Petkov,South Africa,$220,Sculptures
Corlannu,15.5,60,0.5,Justine Johnson,United Kingdom,$640,Sculptures
Go West Young Man,15,9,5,Richard Arfsten,United States,"$14,950",Sculptures
"Starvation Meds, 2019",8,6,3,Jon Harvey,United States,"$1,600",Sculptures
IcOn jmb,36.2,36.2,1.6,gabriele verducci,Italy,"$3,070",Sculptures
Vision,45.3,21.3,4.3,Marko Tusek,Slovenia,"$4,950",Sculptures
Fuchsia Pool,6.5,6.5,2.3,Olga Skorokhod,United States,$395,Sculptures
The Emperor of All Maladies,7.9,19.7,5.9,Jørgen Zachariassen,Denmark,"$1,460",Sculptures
Complete,24.4,15,17.7,Cornelis Rijken,Italy,"$5,900",Sculptures
CUDDLE,15.4,26,13,Netra b Khattri,United States,"$3,350",Sculptures
The Wizard,3.1,9.4,3.1,Nikos Manessis,Greece,"$1,640",Sculptures
Cosmo Diety Fable,8,14,5,Richard Arfsten,United States,"$5,850",Sculptures
Reclining Figure #1,7.5,4.3,4.3,Stephen Williams,New Zealand,"$1,760",Sculptures
"who, me? (corbel)",11.4,11.8,5.9,Ana JacintoNunes,Portugal,"$2,110",Sculptures
Moses And The Tablets,18,24,1,Tino Serbu,United States,"$1,970",Sculptures
KARL My Ashanti Doll Collection,5.9,10.2,1.6,Chrystèle SAINT-AMAUX,France,$520,Sculptures
Ceramic Object #030,7,15,7,Jean Louis Frenk,United States,"$2,670",Sculptures
Structure in space,11.8,13,18.9,Jure Markota,Slovenia,"$1,010",Sculptures
emergence,7.9,15.7,1.2,Purvii Parekh,India,$230,Sculptures
ESPRIT VI,11.3,12.2,5.3,Eva Moosbrugger,Austria,"$29,000",Sculptures
Dripping Roses Large Clear Glass Jar,9.8,15.8,9.8,Sara Newman,United Kingdom,$738,Sculptures
DUGONG,5,6,19,Marina Stoponja,Croatia,"$2,710",Sculptures
African Fish Eagle Strike,11,13,13,Adrian Flanagan,United Kingdom,"$4,500",Sculptures
Clarity,14,14,2,Katia Bulbenko,United States,$690,Sculptures
Buffalo Dancer,15,22,16,Terry Van Loenen,United States,"$14,750",Sculptures
Stilts,6.7,23.2,3.9,Helen Gordon,United Kingdom,"$3,500",Sculptures
Folia II,15.4,20.5,3.9,Anya Beaumont,United Kingdom,"$1,080",Sculptures
Horizontal,23.2,10.2,2.5,Sejben Lajos,Hungary,$820,Sculptures
LA TRAMPA DEL DESTELLO,13.8,13.8,17.7,Adriana Carambia,Argentina,"$2,270",Sculptures
Mandala Reflexa,31.5,31.5,7.9,Isaac Katz,Mexico,"$28,200",Sculptures
Soaring Flacon Made and Signed by Corey Ellis with a Certificate of Authenticity,46,29,3.5,Corey Ellis,United States,"$1,832",Sculptures
Camel,23,21,9,Mariusz Dydo,Poland,"$2,270",Sculptures
Golden alien,3,7.4,4.1,David Marchal,Belgium,"$2,210",Sculptures
BOUDOIR,12.6,20.9,3.5,MARA - Mariela Dimitrova,Bulgaria,"$1,450",Sculptures
Flowerburst,12.5,12.5,0.5,Sarah Miller,Canada,$740,Sculptures
Winter symphony,6.3,9.4,8.2,Boriss Ivanov,Estonia,$930,Sculptures
A Figure of Thought,3.5,6,3.5,Marcin Biesek,Singapore,$320,Sculptures
Kintsugi Head 2,8.6,12.6,5.9,Billie Bond sculpture,United Kingdom,"$4,540",Sculptures
"""Escape from Alcatraz""",30.7,23.6,0.6,Rosgoblin Rosario Chisari,,"$5,950",Sculptures
"Fortune in Red, Sculpture",13,15,8,Brian Zheng,United States,"$5,850",Sculptures
Head Piece,23.6,31.5,23.6,Robert Pennekamp,Netherlands,"$1,270",Sculptures
Rain Dance--- Carrara Marble,13,34,6,Jo and Jan Moore Romancing The Stone,United States,"$15,550",Sculptures
COSTUME DA POLLO,35.4,7.9,23.2,Francesca Dalla Benetta,Mexico,"$1,770",Sculptures
"""China Impression - Kung Fu NO.3""",8.5,17.1,7.5,Jiahui Wu,China,"$5,079",Sculptures
"""Daydream""",12,35,10,Jo and Jan Moore Romancing The Stone,United States,"$9,000",Sculptures
Highway 61,75,81,40,Robert Spinazzola,United States,"$30,000",Sculptures
Stairwais to Heaven,13.8,49.2,23.6,Rumen Dimitrov,Bulgaria,"$4,050",Sculptures
"“TOO FEW TOMORROWS”, BRONZE, 1/1",7,14,7,Jo and Jan Moore Romancing The Stone,United States,"$3,510",Sculptures
Heart,19.7,23.6,2,Ismet Jonuzi,Kosovo,"$11,000",Sculptures
Fly Doll,15.7,63,7.9,Alexandra Holownia,Germany,"$11,000",Sculptures
Brainy Day,21,28,0.3,fabrice covelli,United States,"$1,800",Sculptures
Play Fight,14.6,9.8,10.2,Adam Binder,United Kingdom,"$11,750",Sculptures
ART TECHNO 6,22,22,2,Don Wilson,,$890,Sculptures
Secrets of Her Heart,20,29.5,2,Kerry O Furlani,United States,"$2,370",Sculptures
 Dali's tie,6,32,6,Noi Volkov,United States,"$2,170",Sculptures
Deep-seated Anixiety,11,13.4,7.5,Rebecca D Harris,United Kingdom,$980,Sculptures
Fishing star,15.7,35.4,15.7,Raphael D,France,"$8,000",Sculptures
2 Extra Big Fantasy Koi #2,8.3,8.3,1.2,Daniel A du Preez,South Africa,$170,Sculptures
Antwoman Reworked,31.5,55.1,15.7,Herr Karl,Germany,"$3,350",Sculptures
"Cuques de LLum 5 ""Lightworms"" [photoluminescent sculptures]",9.4,18.9,5.5,David Sànchez Leòn,Spain,$640,Sculptures
Man Torso,5.5,5.9,2.4,Sasun Margaryan,,$530,Sculptures
Famiglia,8.7,39,6.7,Ionel Alexandrescu,Italy,"$10,000",Sculptures
Pieta,6,5,0.6,Joseph Barbaccia,United States,$545,Sculptures
untittled,21,27,0.5,sulaman Arshad,Pakistan,"$5,750",Sculptures
ego series #015,3.9,8.3,2.4,morin park,South Korea,$710,Sculptures
Autoayuda (2 of 5),9.4,8.3,9.1,Pablo Maire,Mexico,"$2,210",Sculptures
Fencing by Kristof Toth,9.8,19.7,7.9,Peter Vámosi - VamosiArt,Slovakia,"$2,900",Sculptures
Spy me line 2022/7,6.7,8.7,2.2,Gerd Rucker,Austria,$370,Sculptures
Form-Content no.33 WAR,19.7,19.7,0.6,Arthur Soletskyi,Ukraine,"$1,360",Sculptures
St. Peter's,7.9,14.2,3.9,Mihai-Petre Nila,Sweden,"$4,270",Sculptures
Astronaut,47.2,47.2,27.6,Nikolas Tsorpatzidis,Greece,"$36,000",Sculptures
"""The Soul of a Violin""",14.2,32.3,7.9,Elena Kraft,Germany,"$5,350",Sculptures
Red robot,2.7,7.4,1.9,Emir Kevelj,,$150,Sculptures
Barbies Boyfriend,90,60,3.3,nick lopez,United States,"$17,750",Sculptures
Gli architetti,5.5,29.1,6.7,Ionel Alexandrescu,Italy,"$4,240",Sculptures
Always by your side,7.1,14.6,2,Anna Andreadi,Greece,$475,Sculptures
Alter Ego Express Gold,11,7.9,3.9,Alessandro Piano,Italy,$420,Sculptures
Tri pod Bowl,13,6,13,David Lewin,United States,$730,Sculptures
This Topsy Turvy World,25.4,127,25.4,Aimee Perez,United States,"$8,500",Sculptures
The rhino was in bloom,20,20,19,Gillie and Marc Schattner,Australia,"$2,700",Sculptures
Over the waves,95,30,0.1,Svetlana Catif-Filonova,Germany,$330,Sculptures
"Raku Ceramic Fruit Set, Green Horse Hair, Porcelain Ceramic Arts, Unique Home Decor, Handmade Housewarming Gift",30.5,30.5,0.1,Natalya Seva,United States,$460,Sculptures
Jürg Casserini's DW - 023,20,68,0.1,MONDEJAR GALLERY,Switzerland,$910,Sculptures
BLUE SPINY FISH,55.9,55.9,6.3,Antoine CHAPON,Saint Martin,"$1,110",Sculptures
sculptural vase by Otar Sharabidze,19,25,19,omer gunes,Turkey,$360,Sculptures
Wall sconce No. 3,17.8,38.1,12.7,Peter Dallos,,$465,Sculptures
Nelson Mandela cheer,30,43,16,Barry Jackson,South Africa,"$2,975",Sculptures
Be A Lady (they said),50,70,5,Bianca Ion,Austria,$890,Sculptures
Mannequin,50,160,40,Christos Anastasopoulos,Greece,$850,Sculptures
Artist's QR Code Portrait:  Ceramic on Steel,61,61,12.7,Barrett Ashley Johnson,United States,"$26,750",Sculptures
Kissing Soldiers Silver,20,21,20,btames de voogd,Netherlands,$710,Sculptures
wooden bowl 'M',36,16,31,Anita Lortije   Unicorn Creation,Netherlands,$490,Sculptures
LOSS,42,42,52,teresa wells,United Kingdom,"$11,641.78",Sculptures
Floating Ricordea-2,23.4,28.4,6.1,Swapna Namboodiri,Qatar,$250,Sculptures
Get a Grip,16.5,43.2,11.1,Scott Spencer,United States,$185,Sculptures
Mujer con niño,25.4,104.1,33,Luis Potosi,Ecuador,"$11,000",Sculptures
Echoes in Series,27.9,28.6,5.1,LouAnn Wukitsch,United States,$510,Sculptures
The abduction of the daughters of Leucippus,64,68,6,melor verulidze,Georgia,"$11,599",Sculptures
Vaccine,40,230,30,Martin Navratil,Slovakia,"$11,000",Sculptures
Networks,7,15,6,Yannick Bouillault,France,$450,Sculptures
2016 Little White Boat,46,70,7,Margreet Zwetsloot,Netherlands,"$1,710",Sculptures
A Domesticated Cat,34.9,27.9,10.2,Vivian Cavalieri,United States,"$1,570",Sculptures
"Vollig Losgelost, rust- edition 1.2",30,36,17.8,Joris Kuipers,Netherlands,"$1,150",Sculptures
Pure addiction,5,6,3,Madame Sso,South Korea,$200,Sculptures
Euphoria,17.8,35.6,14,Atul Talukdar,India,"$2,210",Sculptures
Hidden-discovered,45,90,5,Adrian Marok,Croatia,"$4,270",Sculptures
"""Bull""",53,22,15,Ognyan Chitakov,Bulgaria,"$3,400",Sculptures
composition sag,40,40,4,Giovanni Gabassi,Italy,"$1,560",Sculptures
sumocat,120,100,80,Stephane Albert COHEN,France,"$21,000",Sculptures
Bottom 1/2 ZUBR,18.4,23.5,1.3,Tor Ammo,United Kingdom,"$6,128",Sculptures
Political Dialogue,29,36,19,Edna Dali,Israel,"$1,750",Sculptures
Centaur - after Picasso's 1948 Centaur -,15.2,20.3,7.6,Anthony Padgett,United Kingdom,"$1,380",Sculptures
Daidalos,10.2,27.9,10.2,Sara Cambalova,Slovakia,$520,Sculptures
Self portrait,38.1,35.6,25.4,Tom Warren,United Kingdom,"$2,040",Sculptures
Amalgamating_,27.9,17.8,27.9,Richard Arfsten,United States,"$18,750",Sculptures
Sarira,30,30,10,Slav Nedev,Bulgaria,$490,Sculptures
Balletic Goniometer 2,100,270,80,Jack Sawbridge,United Kingdom,"$4,300",Sculptures
Grandiose Posturing,38.1,43.2,20.3,Richard Arfsten,United States,"$11,750",Sculptures
BlueTwo,121.9,61,2.5,Scott Troxel,United States,"$3,010",Sculptures
Narcissus,68.6,35.6,30.5,Alejandro Aguilera,United States,"$20,750",Sculptures
La lumiere qui brille dans mes yeux,25,25,7,Imre van Buuren,Netherlands,$380,Sculptures
Polyplasmic Lingam,22.9,33,22.9,Stacy Tompkins,United States,"$1,600",Sculptures
SUPERVISION 1.0 Head,22.9,33,20.3,Arthur Rodrigues,United States,"$3,010",Sculptures
White marble statue Kuan Yin on Lotus,15.2,38.1,15.2,dang dan,,$330,Sculptures
"series ""Eternal Darkness - No. 37"" (135x135x7cm)",135,135,7,Christoph Robausch,Austria,"$2,260",Sculptures
the human zoo,64,67,40,wery pollier,Belgium,"$8,910",Sculptures
Barcelona`s windows still life,49,39,9,Nikolay Zlatanov,Bulgaria,"$1,110",Sculptures
Antiques collection of brass,13,13,11.5,Lokesh Punia,India,"$4,169",Sculptures
Bacchanale,44.5,29.2,22.2,Scott Gordon Wills,United States,"$5,103",Sculptures
Subconscious Cruelty II,12,22,18,Giorgos Papasotiriou,Greece,$400,Sculptures
"series ""Eternal Darkness - No. 32"" (50x50x4cm)",50,50,4,Christoph Robausch,Austria,$740,Sculptures
Pillowstone,17.8,7.1,22.9,Sejben Lajos,Hungary,"$1,460",Sculptures
THE BIRDS (Les Oiseaux),25,74,26,REMI COUDRAIN,France,"$7,000",Sculptures
You & Mi,33,33,17.8,Xavier De Maria y Campos,Mexico,$540,Sculptures
Artsy Fartsy,61,61,7.6,Mary Jo McGonagle,United States,"$2,900",Sculptures
Object,8,50,8,Dimitar Minkov,Bulgaria,$580,Sculptures
Standoff,27.9,27.9,20.3,Zdeno Mayercak,United States,"$2,070",Sculptures
FOREVER MARILYN / 132 CM X 66 CM NEW SERIES OF 3D CONTEMPORARY ABSTRACTS OFFICE HOME /,66,132,4,Anna Sidi-Yacoub,Ireland,"$1,110",Sculptures
All Ahead,61,40.6,5.1,Sculptures by Siro',United States,"$1,350",Sculptures
city scape #2,9,19,3,Gijs Pape,Netherlands,$225,Sculptures
Beaches,73.7,83.8,3.8,Karen Madden,United States,"$1,050",Sculptures
Overinformation (Brummschädel),33,50,27,Ivan Prieto,Spain,"$3,070",Sculptures
Godfather,27.9,40.6,22.9,wayne niemi,,"$3,310",Sculptures
Mukumuku,25,15,20,Haruko Yamada,Japan,$940,Sculptures
Merckylasaurus,30.5,22.9,68.6,Bernardo Corman,,"$8,000",Sculptures
FLAG,246.4,152.4,5.1,Sasha Meret,United States,"$28,750",Sculptures
TORSO,21.6,81.3,21.6,SIMON KAPLAN,United States,$979,Sculptures
Your live in your hand,12.7,68.6,12.7,Vítězslav Špalek,Czech Republic,"$6,550",Sculptures
Clothing Store Pants #3,43.2,71.1,5.1,Melissa Browder Beck,United States,$265,Sculptures
TOGETHER WE ARE DOUBLE,11.9,39.9,15,Martina Vrbljanin,Croatia,$810,Sculptures
UNA,33,55.9,22.9,Daniel Sinclair,United States,"$4,100",Sculptures
Blue lotus,45,45,35,Jessy Jane Kok,Netherlands,"$7,300",Sculptures
Solid Arch Number Two,101.6,101.6,101.6,Jodie Roth Cooper,United States,"$8,250",Sculptures
Sueños del ADN número 7 - Dreams of DNA number 7,13,58,10,Juan Pedrosa,Spain,$610,Sculptures
Incitatus,114,156,60,Antonio Vargas,Brazil,"$3,010",Sculptures
Mistral,21,37,9,Olivier Messas,Germany,"$3,170",Sculptures
Kneedeep,25,52,20,Marijke A Deege,Netherlands,"$7,550",Sculptures
Posing under the Sunflower II,35,105,35,Marijke A Deege,Netherlands,"$11,000",Sculptures
